block_code,inbound_factory,outbound_factory,inbound_date,outbound_date,length_m,width_m,height_m
B016483,e4-p-no-1,e4-f-no-1,2027-02-11,2027-02-14,7.1,14.7,16.3
B016484,e4-p-no-1,e4-f-no-5,2027-02-11,2027-02-14,8,13.4,5
B016485,e4-p-no-3,e4-f-no-1,2027-02-11,2027-02-14,4.4,9.8,5.9
B016486,1dock-P-no-1,wharf-f-no-1,2027-02-11,2027-02-15,5.4,11.1,9.8
B016487,1dock-P-no-2,texaco-f-no-1,2027-02-11,2027-02-15,5.4,12.4,4.5
B016488,1dock-P-no-2,wharf-f-no-5,2027-02-11,2027-02-15,2,9,5.9
B016489,1dock-P-no-4,texaco-f-no-1,2027-02-11,2027-02-15,4.6,11,5
B016490,2dock-P-no-2,2dock-f-no-2,2027-02-11,2027-02-15,4.7,10.9,5.1
B016491,e4-p-no-1,e4-f-no-3,2027-02-11,2027-02-15,5.2,8.7,16.9
B016492,e4-p-no-3,e4-f-no-4,2027-02-11,2027-02-15,7.1,14.7,10.3
B016493,e4-p-no-4,e4-f-no-1,2027-02-11,2027-02-15,7.1,12.9,4.8
B016494,texaco-p-no-1,wharf-f-no-2,2027-02-11,2027-02-15,7.2,8.9,4.5
B016495,texaco-p-no-1,texaco-f-no-1,2027-02-11,2027-02-15,6.4,16,5.6
B016496,texaco-p-no-4,e4-f-no-2,2027-02-11,2027-02-15,11.8,20.4,5.3
B016497,texaco-p-no-6,texaco-f-no-2,2027-02-11,2027-02-15,6.5,17.4,12.4
B016498,1dock-P-no-1,1dock-f-no-1,2027-02-11,2027-02-16,2.3,8.6,4.5
B016499,1dock-P-no-2,wharf-f-no-4,2027-02-11,2027-02-16,83.3,16.5,17.9
B016500,1dock-P-no-2,wharf-f-no-3,2027-02-11,2027-02-16,5.9,7.9,8.7
B016501,2dock-P-no-1,2dock-f-no-1,2027-02-11,2027-02-16,64.7,17.6,5.7
B016502,2dock-P-no-2,e4-f-no-4,2027-02-11,2027-02-16,4.8,9.5,10.2
B016503,2dock-P-no-5,wharf-f-no-4,2027-02-11,2027-02-16,15,18.2,3.4
B016504,e4-p-no-1,e4-f-no-5,2027-02-11,2027-02-16,15,18.8,3.1
B016505,e4-p-no-2,texaco-f-no-2,2027-02-11,2027-02-16,2,9.2,4.2
B016506,texaco-p-no-1,2dock-f-no-1,2027-02-11,2027-02-16,18.6,8.6,4.5
B016507,texaco-p-no-8,texaco-f-no-3,2027-02-11,2027-02-16,65.4,13.9,3.7
B016508,texaco-p-no-1,texaco-f-no-1,2027-02-11,2027-02-17,6.8,18.2,7.1
B016509,1dock-P-no-2,texaco-f-no-3,2027-02-11,2027-02-18,74.9,15.8,7.3
B016510,1dock-P-no-2,2dock-f-no-1,2027-02-11,2027-02-20,4.7,8.1,5.6
B016511,1dock-P-no-2,e4-f-no-4,2027-02-11,2027-02-20,4.5,12.2,6.6
B016512,2dock-P-no-3,texaco-f-no-2,2027-02-11,2027-02-20,14.5,20,8.3
B016513,texaco-p-no-1,texaco-f-no-1,2027-02-11,2027-02-20,75.1,17.2,4.1
B016514,texaco-p-no-6,e4-f-no-2,2027-02-11,2027-02-20,6.1,12.2,3.1
B016515,1dock-P-no-1,e4-f-no-5,2027-02-11,2027-02-24,8,14.1,4.1
B016516,e4-p-no-7,e4-f-no-1,2027-02-11,2027-02-25,82.4,15.9,5.9
B016517,1dock-P-no-1,wharf-f-no-2,2027-02-12,2027-02-12,65.4,15.4,4.6
B016518,1dock-P-no-2,wharf-f-no-4,2027-02-12,2027-02-12,16.4,11.2,4.2
B016519,1dock-P-no-7,wharf-f-no-4,2027-02-12,2027-02-12,5.9,9.1,3.2
B016520,e4-p-no-7,texaco-f-no-2,2027-02-12,2027-02-12,13.9,20.9,4.3
B016521,1dock-P-no-1,1dock-f-no-1,2027-02-12,2027-02-13,5,12.3,4
B016522,1dock-P-no-2,e4-f-no-1,2027-02-12,2027-02-13,8.4,15.6,4.6
B016523,1dock-P-no-7,wharf-f-no-4,2027-02-12,2027-02-13,4.8,7.8,17.4
B016524,2dock-P-no-2,1dock-f-no-1,2027-02-12,2027-02-13,7.8,13.2,4.4
B016525,1dock-P-no-2,1dock-f-no-1,2027-02-12,2027-02-14,6.5,14.3,9.3
B016526,1dock-P-no-7,1dock-f-no-1,2027-02-12,2027-02-14,4.3,11.3,7.3
B016527,texaco-p-no-8,2dock-f-no-1,2027-02-12,2027-02-14,4.7,8,3.1
B016528,1dock-P-no-1,wharf-f-no-1,2027-02-12,2027-02-15,2,7.9,17.4
B016529,1dock-P-no-1,texaco-f-no-3,2027-02-12,2027-02-15,17.1,9.5,5.1
B016530,1dock-P-no-1,wharf-f-no-3,2027-02-12,2027-02-15,7.5,10.5,9.1
B016531,2dock-P-no-1,1dock-f-no-1,2027-02-12,2027-02-15,6.6,9.2,5.8
B016532,2dock-P-no-2,e4-f-no-1,2027-02-12,2027-02-15,7,15.6,4
B016533,2dock-P-no-2,e4-f-no-5,2027-02-12,2027-02-15,70.6,18.5,3.9
B016534,e4-p-no-2,e4-f-no-3,2027-02-12,2027-02-15,6.6,7.8,5
B016535,e4-p-no-8,e4-f-no-1,2027-02-12,2027-02-15,10.9,20.1,3.8
B016536,1dock-P-no-1,wharf-f-no-4,2027-02-12,2027-02-16,7.5,15.1,7
B016537,1dock-P-no-2,wharf-f-no-3,2027-02-12,2027-02-16,4.6,10.1,5.5
B016538,1dock-P-no-2,2dock-f-no-1,2027-02-12,2027-02-16,5.9,10.1,10.2
B016539,1dock-P-no-2,wharf-f-no-1,2027-02-12,2027-02-16,73.8,14.6,7.9
B016540,1dock-P-no-2,e4-f-no-1,2027-02-12,2027-02-16,4.8,12,11.5
B016541,1dock-P-no-2,texaco-f-no-2,2027-02-12,2027-02-16,3.9,9.9,3.8
B016542,1dock-P-no-7,1dock-f-no-1,2027-02-12,2027-02-16,5.7,10.1,4.9
B016543,1dock-P-no-7,e4-f-no-2,2027-02-12,2027-02-16,3.7,10.8,10.4
B016544,2dock-P-no-4,e4-f-no-2,2027-02-12,2027-02-16,11.8,19.8,5.6
B016545,e4-p-no-3,e4-f-no-2,2027-02-12,2027-02-16,6,15.2,3.6
B016546,texaco-p-no-1,wharf-f-no-4,2027-02-12,2027-02-16,2.2,8,5.5
B016547,texaco-p-no-3,wharf-f-no-4,2027-02-12,2027-02-16,13.5,18.8,3.4
B016548,texaco-p-no-3,texaco-f-no-2,2027-02-12,2027-02-16,13.2,18.8,3.3
B016549,1dock-P-no-2,1dock-f-no-1,2027-02-12,2027-02-17,7.9,18.6,16.3
B016550,1dock-P-no-2,1dock-f-no-1,2027-02-12,2027-02-17,78.7,17.9,4.1
B016551,2dock-P-no-1,e4-f-no-2,2027-02-12,2027-02-17,8.2,16.9,4.9
B016552,e4-p-no-1,e4-f-no-4,2027-02-12,2027-02-17,8.1,12.4,6.5
B016553,e4-p-no-1,e4-f-no-1,2027-02-12,2027-02-17,15.1,11,6.6
B016554,e4-p-no-2,e4-f-no-5,2027-02-12,2027-02-17,4.6,11.7,6.2
B016555,texaco-p-no-6,2dock-f-no-2,2027-02-12,2027-02-17,7.6,18.9,3.6
B016556,1dock-P-no-7,1dock-f-no-1,2027-02-12,2027-02-19,61,16.7,5.8
B016557,1dock-P-no-2,texaco-f-no-3,2027-02-12,2027-02-20,4.1,8.6,4.5
B016558,2dock-P-no-1,e4-f-no-1,2027-02-12,2027-02-20,5,9,8.5
B016559,texaco-p-no-9,wharf-f-no-2,2027-02-12,2027-02-20,6.1,12,3.5
B016560,texaco-p-no-1,texaco-f-no-2,2027-02-12,2027-02-24,4.1,12.2,3.5
B016561,1dock-P-no-1,2dock-f-no-1,2027-02-13,2027-02-14,17.6,10.2,3.4
B016562,1dock-P-no-5,texaco-f-no-2,2027-02-13,2027-02-14,18.5,9.6,5.1
B016563,2dock-P-no-3,2dock-f-no-2,2027-02-13,2027-02-14,17.7,10,3.4
B016564,e4-p-no-1,e4-f-no-2,2027-02-13,2027-02-14,82.9,17.7,8.6
B016565,1dock-P-no-2,wharf-f-no-2,2027-02-13,2027-02-15,7,13,5.2
B016566,e4-p-no-1,e4-f-no-3,2027-02-13,2027-02-15,2.3,8.8,6
B016567,e4-p-no-6,e4-f-no-1,2027-02-13,2027-02-15,14.7,18,3.5
B016568,1dock-P-no-1,texaco-f-no-3,2027-02-13,2027-02-16,15.3,10.5,10.2
B016569,1dock-P-no-2,wharf-f-no-3,2027-02-13,2027-02-16,5.2,9.5,8.3
B016570,1dock-P-no-2,wharf-f-no-5,2027-02-13,2027-02-16,6.9,15.5,16.7
B016571,2dock-P-no-2,wharf-f-no-2,2027-02-13,2027-02-16,2.1,9.1,3.7
B016572,2dock-P-no-3,e4-f-no-3,2027-02-13,2027-02-16,19.9,10,8.8
B016573,e4-p-no-3,wharf-f-no-3,2027-02-13,2027-02-16,4.7,8.8,5.9
B016574,e4-p-no-8,e4-f-no-3,2027-02-13,2027-02-16,4.3,10.5,9.5
B016575,1dock-P-no-2,2dock-f-no-2,2027-02-13,2027-02-17,19,11.1,4.3
B016576,1dock-P-no-2,texaco-f-no-3,2027-02-13,2027-02-17,8.1,14.9,3.3
B016577,1dock-P-no-2,texaco-f-no-3,2027-02-13,2027-02-17,7.3,13.4,8.2
B016578,2dock-P-no-1,wharf-f-no-2,2027-02-13,2027-02-17,5.9,8.8,4.8
B016579,texaco-p-no-1,wharf-f-no-4,2027-02-13,2027-02-17,4.7,13.5,5
B016580,texaco-p-no-7,texaco-f-no-1,2027-02-13,2027-02-17,5.8,18.9,7.5
B016581,1dock-P-no-2,2dock-f-no-2,2027-02-13,2027-02-18,4.1,9.6,3.1
B016582,1dock-P-no-2,2dock-f-no-1,2027-02-13,2027-02-18,5.9,10.3,5.7
B016583,1dock-P-no-7,wharf-f-no-1,2027-02-13,2027-02-18,6.4,19.6,3.6
B016584,2dock-P-no-1,texaco-f-no-3,2027-02-13,2027-02-18,12,15.6,5.5
B016585,texaco-p-no-1,e4-f-no-5,2027-02-13,2027-02-19,78.3,15,4.1
B016586,1dock-P-no-2,texaco-f-no-2,2027-02-14,2027-02-14,13.5,18.2,5.5
B016587,1dock-P-no-2,1dock-f-no-1,2027-02-14,2027-02-14,2,8.2,14.9
B016588,e4-p-no-1,wharf-f-no-5,2027-02-14,2027-02-14,4.4,10.4,12
B016589,1dock-P-no-6,e4-f-no-2,2027-02-14,2027-02-16,6.3,17.5,3
B016590,texaco-p-no-1,e4-f-no-4,2027-02-14,2027-02-16,5.8,13.6,8.9
B016591,2dock-P-no-1,wharf-f-no-1,2027-02-14,2027-02-17,6.7,13.5,4.9
B016592,e4-p-no-1,e4-f-no-5,2027-02-14,2027-02-17,6,16.6,6
B016593,1dock-P-no-2,wharf-f-no-3,2027-02-14,2027-02-18,6,11,7.8
B016594,1dock-P-no-2,2dock-f-no-2,2027-02-14,2027-02-18,6.9,8.3,11.8
B016595,2dock-P-no-5,2dock-f-no-1,2027-02-14,2027-02-18,4.7,9.4,5.7
B016596,texaco-p-no-1,wharf-f-no-1,2027-02-14,2027-02-18,5.9,12.3,12.9
B016597,texaco-p-no-4,wharf-f-no-5,2027-02-14,2027-02-18,6.5,13,6.4
B016598,1dock-P-no-2,1dock-f-no-1,2027-02-14,2027-02-19,4.6,13.1,5
B016599,1dock-P-no-2,wharf-f-no-3,2027-02-14,2027-02-19,8.2,11.8,14
B016600,1dock-P-no-7,2dock-f-no-1,2027-02-14,2027-02-19,6.2,10.2,4.1
B016601,e4-p-no-6,2dock-f-no-2,2027-02-14,2027-02-19,12.9,20.6,6.7
B016602,1dock-P-no-2,2dock-f-no-2,2027-02-14,2027-02-21,13.1,17.1,7.7
B016603,e4-p-no-3,e4-f-no-2,2027-02-14,2027-02-21,5.8,9.4,3.8
B016604,2dock-P-no-2,2dock-f-no-1,2027-02-14,2027-02-27,5.1,8.2,16.2
B016605,1dock-P-no-1,2dock-f-no-1,2027-02-15,2027-02-15,17.4,11.1,4.7
B016606,1dock-P-no-1,2dock-f-no-1,2027-02-15,2027-02-15,3.4,9.5,5.7
B016607,texaco-p-no-8,texaco-f-no-2,2027-02-15,2027-02-15,8.3,17,16.4
B016608,1dock-P-no-1,wharf-f-no-1,2027-02-15,2027-02-16,5.8,9.8,3.3
B016609,1dock-P-no-1,1dock-f-no-1,2027-02-15,2027-02-16,6,9.9,5.2
B016610,1dock-P-no-2,texaco-f-no-2,2027-02-15,2027-02-16,2,9.9,6.2
B016611,1dock-P-no-7,wharf-f-no-1,2027-02-15,2027-02-16,4.4,9.4,5.1
B016612,2dock-P-no-3,2dock-f-no-2,2027-02-15,2027-02-16,18,9.3,11.9
B016613,e4-p-no-9,2dock-f-no-2,2027-02-15,2027-02-16,2,9.3,3
B016614,texaco-p-no-9,wharf-f-no-4,2027-02-15,2027-02-16,2.1,9.9,11.9
B016615,1dock-P-no-1,texaco-f-no-3,2027-02-15,2027-02-17,5.4,10.3,5.4
B016616,1dock-P-no-2,texaco-f-no-3,2027-02-15,2027-02-17,73.3,15.6,3.2
B016617,1dock-P-no-7,wharf-f-no-1,2027-02-15,2027-02-17,11.8,18.7,4.8
B016618,e4-p-no-1,e4-f-no-4,2027-02-15,2027-02-17,5,9.8,4.8
B016619,1dock-P-no-1,wharf-f-no-2,2027-02-15,2027-02-18,7.9,15.6,4.3
B016620,1dock-P-no-1,texaco-f-no-3,2027-02-15,2027-02-18,20.9,9,10.9
B016621,2dock-P-no-1,texaco-f-no-3,2027-02-15,2027-02-18,7.9,12,5.3
B016622,e4-p-no-4,e4-f-no-2,2027-02-15,2027-02-18,17,10.5,3.8
B016623,1dock-P-no-1,2dock-f-no-2,2027-02-15,2027-02-19,5.8,12.7,4.5
B016624,1dock-P-no-1,wharf-f-no-3,2027-02-15,2027-02-19,60.8,15,3.5
B016625,1dock-P-no-1,2dock-f-no-1,2027-02-15,2027-02-19,5.6,10.5,3
B016626,1dock-P-no-2,wharf-f-no-4,2027-02-15,2027-02-19,12.5,19.9,8.3
B016627,1dock-P-no-2,1dock-f-no-1,2027-02-15,2027-02-19,6.2,8.1,10.7
B016628,1dock-P-no-2,texaco-f-no-2,2027-02-15,2027-02-19,3.5,8.6,6.2
B016629,1dock-P-no-2,wharf-f-no-4,2027-02-15,2027-02-19,6.6,7.9,8.7
B016630,1dock-P-no-7,2dock-f-no-2,2027-02-15,2027-02-19,5.4,13.9,3.3
B016631,2dock-P-no-1,1dock-f-no-1,2027-02-15,2027-02-19,20.1,10.2,3.8
B016632,2dock-P-no-1,wharf-f-no-5,2027-02-15,2027-02-19,14.7,17.8,4.8
B016633,e4-p-no-1,wharf-f-no-5,2027-02-15,2027-02-19,5,10.1,3.9
B016634,e4-p-no-1,e4-f-no-1,2027-02-15,2027-02-19,8.3,16.9,7.8
B016635,e4-p-no-3,e4-f-no-2,2027-02-15,2027-02-19,21.2,8.9,5.8
B016636,e4-p-no-8,e4-f-no-4,2027-02-15,2027-02-19,4.8,9,5.7
B016637,texaco-p-no-1,2dock-f-no-2,2027-02-15,2027-02-19,8.1,13,11.6
B016638,texaco-p-no-9,wharf-f-no-5,2027-02-15,2027-02-19,2,8.1,4.5
B016639,1dock-P-no-1,wharf-f-no-2,2027-02-15,2027-02-20,5.9,13,10.5
B016640,1dock-P-no-1,1dock-f-no-1,2027-02-15,2027-02-20,15.4,20.7,11.7
B016641,1dock-P-no-2,wharf-f-no-4,2027-02-15,2027-02-20,12.3,15.6,3.6
B016642,e4-p-no-1,2dock-f-no-2,2027-02-15,2027-02-20,7.1,8.9,17.3
B016643,e4-p-no-3,wharf-f-no-4,2027-02-15,2027-02-20,4.1,11.5,4.3
B016644,texaco-p-no-3,texaco-f-no-1,2027-02-15,2027-02-20,15.5,16.5,3.3
B016645,2dock-P-no-1,1dock-f-no-1,2027-02-15,2027-02-23,6.7,16.9,5.2
B016646,1dock-P-no-1,e4-f-no-1,2027-02-15,2027-02-24,6.3,13.2,8.9
B016647,1dock-P-no-7,wharf-f-no-5,2027-02-15,2027-02-25,80,17.2,5.5
B016648,2dock-P-no-5,2dock-f-no-1,2027-02-15,2027-03-04,3.5,9.6,11.2
B016649,1dock-P-no-2,e4-f-no-3,2027-02-16,2027-02-16,4.9,10.4,13
B016650,1dock-P-no-1,2dock-f-no-1,2027-02-16,2027-02-17,62.3,17.6,4.6
B016651,1dock-P-no-2,wharf-f-no-5,2027-02-16,2027-02-17,5.6,11.3,4.9
B016652,1dock-P-no-2,1dock-f-no-1,2027-02-16,2027-02-17,4.3,8.7,7.4
B016653,2dock-P-no-1,texaco-f-no-2,2027-02-16,2027-02-17,7.2,9.7,16.9
B016654,2dock-P-no-2,texaco-f-no-1,2027-02-16,2027-02-17,72.4,16.2,8.8
B016655,2dock-P-no-2,wharf-f-no-1,2027-02-16,2027-02-17,5.4,7.9,5.6
B016656,e4-p-no-1,e4-f-no-5,2027-02-16,2027-02-17,7.5,19.3,3.1
B016657,texaco-p-no-1,wharf-f-no-4,2027-02-16,2027-02-18,2,8.5,14.5
B016658,texaco-p-no-8,e4-f-no-5,2027-02-16,2027-02-18,13.4,18.8,8.2
B016659,1dock-P-no-1,2dock-f-no-1,2027-02-16,2027-02-19,7.3,17.4,6.8
B016660,1dock-P-no-1,2dock-f-no-2,2027-02-16,2027-02-19,82.7,18.4,3.5
B016661,1dock-P-no-1,e4-f-no-1,2027-02-16,2027-02-19,3.9,9.8,6.8
B016662,1dock-P-no-2,wharf-f-no-2,2027-02-16,2027-02-19,2.2,8.9,13.4
B016663,1dock-P-no-2,e4-f-no-4,2027-02-16,2027-02-19,5.9,13,6.3
B016664,1dock-P-no-2,wharf-f-no-1,2027-02-16,2027-02-19,7.4,18.7,3.1
B016665,1dock-P-no-4,2dock-f-no-2,2027-02-16,2027-02-19,17.4,9.8,5.4
B016666,e4-p-no-3,1dock-f-no-1,2027-02-16,2027-02-19,6.3,9.8,7.9
B016667,1dock-P-no-1,wharf-f-no-2,2027-02-16,2027-02-20,2,7.8,6.5
B016668,1dock-P-no-1,2dock-f-no-2,2027-02-16,2027-02-20,76.8,17.9,7.9
B016669,1dock-P-no-1,2dock-f-no-2,2027-02-16,2027-02-20,4.8,11.3,13.1
B016670,1dock-P-no-1,wharf-f-no-3,2027-02-16,2027-02-20,2.1,9.8,13.8
B016671,1dock-P-no-1,2dock-f-no-2,2027-02-16,2027-02-20,5.1,10,7.4
B016672,1dock-P-no-2,2dock-f-no-2,2027-02-16,2027-02-20,5.5,12.9,5.3
B016673,1dock-P-no-2,wharf-f-no-3,2027-02-16,2027-02-20,5.4,13.7,8.9
B016674,1dock-P-no-2,2dock-f-no-1,2027-02-16,2027-02-20,11.5,16.8,5.8
B016675,1dock-P-no-2,2dock-f-no-1,2027-02-16,2027-02-20,6.2,11.1,9.2
B016676,1dock-P-no-2,1dock-f-no-1,2027-02-16,2027-02-20,3.8,10.1,8.2
B016677,1dock-P-no-3,e4-f-no-3,2027-02-16,2027-02-20,16.7,8.7,4.5
B016678,1dock-P-no-5,texaco-f-no-1,2027-02-16,2027-02-20,7.3,16.8,7.2
B016679,1dock-P-no-6,1dock-f-no-1,2027-02-16,2027-02-20,5.5,13.2,9.8
B016680,1dock-P-no-6,e4-f-no-3,2027-02-16,2027-02-20,6.9,12.4,3.4
B016681,1dock-P-no-7,1dock-f-no-1,2027-02-16,2027-02-20,7.1,7.8,9.2
B016682,1dock-P-no-7,wharf-f-no-1,2027-02-16,2027-02-20,11.8,17.5,4.5
B016683,e4-p-no-1,1dock-f-no-1,2027-02-16,2027-02-20,4.3,10.8,6
B016684,e4-p-no-1,texaco-f-no-2,2027-02-16,2027-02-20,2.2,9,3.6
B016685,e4-p-no-2,e4-f-no-2,2027-02-16,2027-02-20,6.1,10.1,5.4
B016686,e4-p-no-5,e4-f-no-4,2027-02-16,2027-02-20,5,9.3,7.3
B016687,e4-p-no-9,wharf-f-no-3,2027-02-16,2027-02-20,13.3,17,5.1
B016688,1dock-P-no-2,wharf-f-no-2,2027-02-16,2027-02-21,7,15.1,4.7
B016689,2dock-P-no-1,wharf-f-no-1,2027-02-16,2027-02-21,2,8.3,3.8
B016690,1dock-P-no-2,e4-f-no-4,2027-02-16,2027-02-22,6.7,12.6,13.7
B016691,1dock-P-no-7,wharf-f-no-1,2027-02-16,2027-02-22,7.2,12.5,4.2
B016692,2dock-P-no-2,wharf-f-no-3,2027-02-16,2027-02-22,68.3,18.2,3.1
B016693,1dock-P-no-1,e4-f-no-4,2027-02-16,2027-02-24,6,8,3.6
B016694,2dock-P-no-3,2dock-f-no-2,2027-02-16,2027-02-24,4.8,11.1,3.3
B016695,e4-p-no-4,e4-f-no-4,2027-02-16,2027-02-24,5.2,9.6,3.6
B016696,texaco-p-no-4,wharf-f-no-5,2027-02-16,2027-02-25,4.8,11.5,10.2
B016697,1dock-P-no-2,wharf-f-no-2,2027-02-16,2027-03-02,17.7,10.8,4.5
B016698,1dock-P-no-2,2dock-f-no-1,2027-02-16,2027-03-07,11.8,20.1,3.6
B016699,1dock-P-no-2,2dock-f-no-2,2027-02-16,2027-03-16,3.9,9.5,11.2
B016700,1dock-P-no-1,texaco-f-no-3,2027-02-17,2027-02-17,10.7,17.8,5.9
B016701,1dock-P-no-2,2dock-f-no-2,2027-02-17,2027-02-17,4.9,10.6,7.2
B016702,2dock-P-no-2,e4-f-no-5,2027-02-17,2027-02-17,5,12.2,5.8
B016703,2dock-P-no-2,2dock-f-no-2,2027-02-17,2027-02-17,7.6,12.6,5.3
B016704,e4-p-no-8,e4-f-no-2,2027-02-17,2027-02-17,7,17.5,4
B016705,1dock-P-no-1,1dock-f-no-1,2027-02-17,2027-02-18,59.2,15.3,11.9
B016706,1dock-P-no-2,2dock-f-no-1,2027-02-17,2027-02-18,6.8,14.1,8.4
B016707,1dock-P-no-2,texaco-f-no-3,2027-02-17,2027-02-18,6.1,8.3,5.5
B016708,1dock-P-no-7,e4-f-no-4,2027-02-17,2027-02-18,6.5,17,9.8
B016709,2dock-P-no-1,2dock-f-no-2,2027-02-17,2027-02-18,11.4,16.7,11.8
B016710,2dock-P-no-2,texaco-f-no-3,2027-02-17,2027-02-18,8,11.6,6.2
B016711,2dock-P-no-2,wharf-f-no-5,2027-02-17,2027-02-18,6.2,13.1,3.6
B016712,2dock-P-no-3,1dock-f-no-1,2027-02-17,2027-02-18,6.4,15.4,16
B016713,1dock-P-no-1,wharf-f-no-2,2027-02-17,2027-02-19,61.6,16.7,6.2
B016714,1dock-P-no-2,2dock-f-no-1,2027-02-17,2027-02-19,7,13.5,7.1
B016715,1dock-P-no-5,2dock-f-no-1,2027-02-17,2027-02-19,5.9,13.7,15.4
B016716,1dock-P-no-1,e4-f-no-4,2027-02-17,2027-02-20,5,7.8,4
B016717,1dock-P-no-2,wharf-f-no-4,2027-02-17,2027-02-20,12.9,20.7,5.8
B016718,1dock-P-no-2,1dock-f-no-1,2027-02-17,2027-02-20,14.1,15.6,5.5
B016719,1dock-P-no-3,wharf-f-no-3,2027-02-17,2027-02-20,76.9,13.9,7.5
B016720,e4-p-no-6,texaco-f-no-1,2027-02-17,2027-02-20,5.9,13.6,8.7
B016721,texaco-p-no-1,texaco-f-no-1,2027-02-17,2027-02-20,5.8,16.1,5.2
B016722,texaco-p-no-1,wharf-f-no-5,2027-02-17,2027-02-20,80.4,13.8,5.8
B016723,texaco-p-no-1,texaco-f-no-1,2027-02-17,2027-02-20,5.2,10.2,15.1
B016724,texaco-p-no-6,e4-f-no-1,2027-02-17,2027-02-20,7.5,12.2,4.9
B016725,1dock-P-no-1,2dock-f-no-1,2027-02-17,2027-02-21,4.2,10.4,4.3
B016726,1dock-P-no-6,wharf-f-no-5,2027-02-17,2027-02-21,2,9.7,5.3
B016727,2dock-P-no-1,wharf-f-no-3,2027-02-17,2027-02-21,7,13.4,5.5
B016728,texaco-p-no-1,wharf-f-no-3,2027-02-17,2027-02-21,2,8.6,3.3
B016729,texaco-p-no-7,texaco-f-no-3,2027-02-17,2027-02-21,12.6,16.1,5.2
B016730,1dock-P-no-3,2dock-f-no-1,2027-02-17,2027-02-22,7.1,9.3,6.1
B016731,e4-p-no-4,e4-f-no-2,2027-02-17,2027-02-22,2.1,10,4.6
B016732,e4-p-no-8,e4-f-no-5,2027-02-17,2027-02-22,7.4,16.1,9.4
B016733,e4-p-no-9,e4-f-no-2,2027-02-17,2027-02-22,6.6,12.5,9.3
B016734,1dock-P-no-7,wharf-f-no-1,2027-02-17,2027-02-23,3.5,8.8,4.3
B016735,2dock-P-no-2,wharf-f-no-5,2027-02-17,2027-02-23,2,8.5,8.5
B016736,texaco-p-no-5,e4-f-no-2,2027-02-17,2027-02-24,20.5,9.6,16
B016737,1dock-P-no-2,wharf-f-no-5,2027-02-17,2027-02-28,76.4,14.2,4.6
B016738,2dock-P-no-5,e4-f-no-4,2027-02-17,2027-03-03,78.8,13.9,4.2
B016739,1dock-P-no-1,wharf-f-no-4,2027-02-18,2027-02-18,11.6,18.6,5.7
B016740,1dock-P-no-2,e4-f-no-2,2027-02-18,2027-02-18,3.4,9.2,7.7
B016741,1dock-P-no-7,wharf-f-no-1,2027-02-18,2027-02-18,6.4,15.3,4.1
B016742,1dock-P-no-7,wharf-f-no-3,2027-02-18,2027-02-18,7.3,17.3,5.6
B016743,1dock-P-no-5,wharf-f-no-1,2027-02-18,2027-02-19,6.6,16.9,6.1
B016744,2dock-P-no-2,2dock-f-no-2,2027-02-18,2027-02-19,7,9.1,16.4
B016745,e4-p-no-9,wharf-f-no-4,2027-02-18,2027-02-19,2,7.8,4.9
B016746,texaco-p-no-1,wharf-f-no-3,2027-02-18,2027-02-19,11.7,20.2,10
B016747,1dock-P-no-1,wharf-f-no-2,2027-02-18,2027-02-20,8.1,18.6,17.6
B016748,1dock-P-no-1,wharf-f-no-2,2027-02-18,2027-02-20,8.1,11.8,6
B016749,1dock-P-no-1,2dock-f-no-2,2027-02-18,2027-02-20,71.3,16.9,5.9
B016750,1dock-P-no-1,2dock-f-no-1,2027-02-18,2027-02-20,2,9.6,4.4
B016751,1dock-P-no-2,2dock-f-no-1,2027-02-18,2027-02-20,5,9,5.3
B016752,texaco-p-no-1,e4-f-no-3,2027-02-18,2027-02-20,3.3,8.9,3.9
B016753,1dock-P-no-1,texaco-f-no-3,2027-02-18,2027-02-21,5.4,11.2,3.1
B016754,1dock-P-no-2,2dock-f-no-1,2027-02-18,2027-02-21,5.8,14.8,11.1
B016755,1dock-P-no-2,2dock-f-no-1,2027-02-18,2027-02-21,5.8,11.5,16.2
B016756,1dock-P-no-4,wharf-f-no-2,2027-02-18,2027-02-21,5.7,8.5,6
B016757,2dock-P-no-2,wharf-f-no-4,2027-02-18,2027-02-21,8.1,16.1,5.5
B016758,e4-p-no-7,e4-f-no-3,2027-02-18,2027-02-21,5.5,8.6,4.6
B016759,e4-p-no-7,wharf-f-no-2,2027-02-18,2027-02-21,5.8,9.5,4.3
B016760,texaco-p-no-1,texaco-f-no-2,2027-02-18,2027-02-21,5.6,7.8,3.4
B016761,texaco-p-no-1,texaco-f-no-1,2027-02-18,2027-02-21,5.6,13.2,4.5
B016762,texaco-p-no-1,texaco-f-no-2,2027-02-18,2027-02-21,7.1,14.8,5
B016763,texaco-p-no-6,texaco-f-no-1,2027-02-18,2027-02-21,4.8,9,5.7
B016764,1dock-P-no-2,2dock-f-no-1,2027-02-18,2027-02-22,5.9,12.4,4.8
B016765,1dock-P-no-2,2dock-f-no-1,2027-02-18,2027-02-22,6,17.3,5
B016766,1dock-P-no-2,2dock-f-no-1,2027-02-18,2027-02-22,5.5,7.8,5.8
B016767,1dock-P-no-2,wharf-f-no-3,2027-02-18,2027-02-22,6,13.1,5.1
