yard_code,yard_zone,process_code,process_zone,process_type,yard_lat,yard_lon,process_lat,process_lon,l2_distance_m,baseline_travel_time_min
texaco-s-no-1,GBS/Texaco/E1 권역,2dock-f-no-2,1dock,의장공장,34.867900,128.706800,34.876400,128.702300,1030.5,4.12
texaco-s-no-1,GBS/Texaco/E1 권역,2dock-P-no-1,2dock,도장공장,34.867900,128.706800,34.873900,128.705400,679.3,2.72
texaco-s-no-1,GBS/Texaco/E1 권역,2dock-P-no-2,2dock,도장공장,34.867900,128.706800,34.874300,128.703700,765.8,3.06
texaco-s-no-1,GBS/Texaco/E1 권역,2dock-P-no-3,2dock,도장공장,34.867900,128.706800,34.875200,128.704600,836.2,3.34
texaco-s-no-1,GBS/Texaco/E1 권역,2dock-P-no-4,2dock,도장공장,34.867900,128.706800,34.875800,128.705300,889,3.56
texaco-s-no-1,GBS/Texaco/E1 권역,2dock-P-no-5,2dock,도장공장,34.867900,128.706800,34.875400,128.706300,835.2,3.34
texaco-s-no-1,GBS/Texaco/E1 권역,wharf-f-no-1,내업/하역안벽 권역,의장공장,34.867900,128.706800,34.869100,128.697000,903.9,3.62
texaco-s-no-1,GBS/Texaco/E1 권역,wharf-f-no-2,내업/하역안벽 권역,의장공장,34.867900,128.706800,34.870600,128.696800,960.4,3.84
texaco-s-no-1,GBS/Texaco/E1 권역,wharf-f-no-3,내업/하역안벽 권역,의장공장,34.867900,128.706800,34.870400,128.697600,884.1,3.54
texaco-s-no-1,GBS/Texaco/E1 권역,wharf-f-no-4,내업/하역안벽 권역,의장공장,34.867900,128.706800,34.870700,128.697800,878.1,3.51
texaco-s-no-1,GBS/Texaco/E1 권역,wharf-f-no-5,내업/하역안벽 권역,의장공장,34.867900,128.706800,34.871700,128.704300,480.2,1.92
texaco-s-no-1,GBS/Texaco/E1 권역,texaco-f-no-1,GBS/Texaco/E1 권역,의장공장,34.867900,128.706800,34.863100,128.706900,533.8,2.14
texaco-s-no-1,GBS/Texaco/E1 권역,texaco-f-no-2,GBS/Texaco/E1 권역,의장공장,34.867900,128.706800,34.863600,128.707100,478.9,1.92
texaco-s-no-1,GBS/Texaco/E1 권역,texaco-f-no-3,GBS/Texaco/E1 권역,의장공장,34.867900,128.706800,34.868800,128.706900,100.5,0.4
texaco-s-no-1,GBS/Texaco/E1 권역,texaco-p-no-1,GBS/Texaco/E1 권역,도장공장,34.867900,128.706800,34.862700,128.708300,594.2,2.38
texaco-s-no-1,GBS/Texaco/E1 권역,texaco-p-no-2,GBS/Texaco/E1 권역,도장공장,34.867900,128.706800,34.862500,128.708700,625,2.5
texaco-s-no-1,GBS/Texaco/E1 권역,texaco-p-no-3,GBS/Texaco/E1 권역,도장공장,34.867900,128.706800,34.864200,128.708300,433.6,1.73
texaco-s-no-1,GBS/Texaco/E1 권역,texaco-p-no-4,GBS/Texaco/E1 권역,도장공장,34.867900,128.706800,34.863300,128.709900,584.5,2.34
texaco-s-no-1,GBS/Texaco/E1 권역,texaco-p-no-5,GBS/Texaco/E1 권역,도장공장,34.867900,128.706800,34.866500,128.706900,155.9,0.62
texaco-s-no-1,GBS/Texaco/E1 권역,texaco-p-no-6,GBS/Texaco/E1 권역,도장공장,34.867900,128.706800,34.865700,128.708100,271.9,1.09
texaco-s-no-1,GBS/Texaco/E1 권역,texaco-p-no-7,GBS/Texaco/E1 권역,도장공장,34.867900,128.706800,34.866900,128.708100,162.6,0.65
texaco-s-no-1,GBS/Texaco/E1 권역,texaco-p-no-8,GBS/Texaco/E1 권역,도장공장,34.867900,128.706800,34.866400,128.708700,240.5,0.96
texaco-s-no-1,GBS/Texaco/E1 권역,texaco-p-no-9,GBS/Texaco/E1 권역,도장공장,34.867900,128.706800,34.868700,128.706900,89.4,0.36
texaco-s-no-1,GBS/Texaco/E1 권역,e4-p-no-1,E4,도장공장,34.867900,128.706800,34.877900,128.719500,1605.8,6.42
texaco-s-no-1,GBS/Texaco/E1 권역,e4-p-no-2,E4,도장공장,34.867900,128.706800,34.878200,128.720000,1661.9,6.65
texaco-s-no-1,GBS/Texaco/E1 권역,e4-p-no-3,E4,도장공장,34.867900,128.706800,34.879200,128.721000,1804.7,7.22
texaco-s-no-1,GBS/Texaco/E1 권역,e4-p-no-4,E4,도장공장,34.867900,128.706800,34.879400,128.719800,1744,6.98
texaco-s-no-1,GBS/Texaco/E1 권역,e4-p-no-5,E4,도장공장,34.867900,128.706800,34.879100,128.718700,1652.1,6.61
texaco-s-no-1,GBS/Texaco/E1 권역,e4-p-no-6,E4,도장공장,34.867900,128.706800,34.879500,128.719300,1721.7,6.89
texaco-s-no-1,GBS/Texaco/E1 권역,e4-p-no-7,E4,도장공장,34.867900,128.706800,34.879800,128.719900,1783,7.13
texaco-s-no-1,GBS/Texaco/E1 권역,e4-p-no-8,E4,도장공장,34.867900,128.706800,34.880300,128.720700,1873.3,7.49
texaco-s-no-1,GBS/Texaco/E1 권역,e4-p-no-9,E4,도장공장,34.867900,128.706800,34.880300,128.718500,1743.7,6.97
texaco-s-no-1,GBS/Texaco/E1 권역,e4-f-no-1,E4,의장공장,34.867900,128.706800,34.874400,128.719000,1327.1,5.31
texaco-s-no-1,GBS/Texaco/E1 권역,e4-f-no-2,E4,의장공장,34.867900,128.706800,34.874500,128.719200,1348.4,5.39
texaco-s-no-1,GBS/Texaco/E1 권역,e4-f-no-3,E4,의장공장,34.867900,128.706800,34.874700,128.719200,1360.7,5.44
texaco-s-no-1,GBS/Texaco/E1 권역,e4-f-no-4,E4,의장공장,34.867900,128.706800,34.874800,128.719200,1366.9,5.47
texaco-s-no-1,GBS/Texaco/E1 권역,e4-f-no-5,E4,의장공장,34.867900,128.706800,34.875200,128.719500,1414.6,5.66
texaco-s-no-2,GBS/Texaco/E1 권역,1dock-P-no-1,1dock,도장공장,34.868500,128.709600,34.869100,128.693200,1497.6,5.99
texaco-s-no-2,GBS/Texaco/E1 권역,1dock-P-no-2,1dock,도장공장,34.868500,128.709600,34.870500,128.693100,1521.6,6.09
texaco-s-no-2,GBS/Texaco/E1 권역,1dock-P-no-3,1dock,도장공장,34.868500,128.709600,34.871100,128.692400,1595.5,6.38
texaco-s-no-2,GBS/Texaco/E1 권역,1dock-P-no-4,1dock,도장공장,34.868500,128.709600,34.872100,128.694800,1408.3,5.63
texaco-s-no-2,GBS/Texaco/E1 권역,1dock-P-no-5,1dock,도장공장,34.868500,128.709600,34.872900,128.695400,1384.7,5.54
texaco-s-no-2,GBS/Texaco/E1 권역,1dock-P-no-6,1dock,도장공장,34.868500,128.709600,34.871800,128.692800,1575.9,6.3
texaco-s-no-2,GBS/Texaco/E1 권역,1dock-P-no-7,1dock,도장공장,34.868500,128.709600,34.873500,128.694400,1494,5.98
texaco-s-no-2,GBS/Texaco/E1 권역,1dock-f-no-1,1dock,의장공장,34.868500,128.709600,34.876350,128.702080,1110.2,4.44
texaco-s-no-2,GBS/Texaco/E1 권역,2dock-f-no-1,1dock,의장공장,34.868500,128.709600,34.875200,128.701000,1081.9,4.33
texaco-s-no-2,GBS/Texaco/E1 권역,2dock-f-no-2,1dock,의장공장,34.868500,128.709600,34.876400,128.702300,1102.3,4.41
texaco-s-no-2,GBS/Texaco/E1 권역,2dock-P-no-1,2dock,도장공장,34.868500,128.709600,34.873900,128.705400,712.3,2.85
texaco-s-no-2,GBS/Texaco/E1 권역,2dock-P-no-2,2dock,도장공장,34.868500,128.709600,34.874300,128.703700,840,3.36
texaco-s-no-2,GBS/Texaco/E1 권역,2dock-P-no-3,2dock,도장공장,34.868500,128.709600,34.875200,128.704600,873.6,3.49
texaco-s-no-2,GBS/Texaco/E1 권역,2dock-P-no-4,2dock,도장공장,34.868500,128.709600,34.875800,128.705300,901.5,3.61
texaco-s-no-2,GBS/Texaco/E1 권역,2dock-P-no-5,2dock,도장공장,34.868500,128.709600,34.875400,128.706300,824.2,3.3
texaco-s-no-2,GBS/Texaco/E1 권역,wharf-f-no-1,내업/하역안벽 권역,의장공장,34.868500,128.709600,34.869100,128.697000,1151.4,4.61
texaco-s-no-2,GBS/Texaco/E1 권역,wharf-f-no-2,내업/하역안벽 권역,의장공장,34.868500,128.709600,34.870600,128.696800,1190.8,4.76
texaco-s-no-2,GBS/Texaco/E1 권역,wharf-f-no-3,내업/하역안벽 권역,의장공장,34.868500,128.709600,34.870400,128.697600,1114.9,4.46
texaco-s-no-2,GBS/Texaco/E1 권역,wharf-f-no-4,내업/하역안벽 권역,의장공장,34.868500,128.709600,34.870700,128.697800,1103.9,4.42
texaco-s-no-2,GBS/Texaco/E1 권역,wharf-f-no-5,내업/하역안벽 권역,의장공장,34.868500,128.709600,34.871700,128.704300,600.3,2.4
texaco-s-no-2,GBS/Texaco/E1 권역,texaco-f-no-1,GBS/Texaco/E1 권역,의장공장,34.868500,128.709600,34.863100,128.706900,649,2.6
texaco-s-no-2,GBS/Texaco/E1 권역,texaco-f-no-2,GBS/Texaco/E1 권역,의장공장,34.868500,128.709600,34.863600,128.707100,590.7,2.36
texaco-s-no-2,GBS/Texaco/E1 권역,texaco-f-no-3,GBS/Texaco/E1 권역,의장공장,34.868500,128.709600,34.868800,128.706900,248.6,0.99
texaco-s-no-2,GBS/Texaco/E1 권역,texaco-p-no-1,GBS/Texaco/E1 권역,도장공장,34.868500,128.709600,34.862700,128.708300,655.7,2.62
texaco-s-no-2,GBS/Texaco/E1 권역,texaco-p-no-2,GBS/Texaco/E1 권역,도장공장,34.868500,128.709600,34.862500,128.708700,672.2,2.69
texaco-s-no-2,GBS/Texaco/E1 권역,texaco-p-no-3,GBS/Texaco/E1 권역,도장공장,34.868500,128.709600,34.864200,128.708300,492.6,1.97
texaco-s-no-2,GBS/Texaco/E1 권역,texaco-p-no-4,GBS/Texaco/E1 권역,도장공장,34.868500,128.709600,34.863300,128.709900,578.9,2.32
texaco-s-no-2,GBS/Texaco/E1 권역,texaco-p-no-5,GBS/Texaco/E1 권역,도장공장,34.868500,128.709600,34.866500,128.706900,331.9,1.33
texaco-s-no-2,GBS/Texaco/E1 권역,texaco-p-no-6,GBS/Texaco/E1 권역,도장공장,34.868500,128.709600,34.865700,128.708100,340.1,1.36
texaco-s-no-2,GBS/Texaco/E1 권역,texaco-p-no-7,GBS/Texaco/E1 권역,도장공장,34.868500,128.709600,34.866900,128.708100,224.5,0.9
texaco-s-no-2,GBS/Texaco/E1 권역,texaco-p-no-8,GBS/Texaco/E1 권역,도장공장,34.868500,128.709600,34.866400,128.708700,247.5,0.99
texaco-s-no-2,GBS/Texaco/E1 권역,texaco-p-no-9,GBS/Texaco/E1 권역,도장공장,34.868500,128.709600,34.868700,128.706900,247.3,0.99
texaco-s-no-2,GBS/Texaco/E1 권역,e4-p-no-1,E4,도장공장,34.868500,128.709600,34.877900,128.719500,1381.4,5.53
texaco-s-no-2,GBS/Texaco/E1 권역,e4-p-no-2,E4,도장공장,34.868500,128.709600,34.878200,128.720000,1436.5,5.75
texaco-s-no-2,GBS/Texaco/E1 권역,e4-p-no-3,E4,도장공장,34.868500,128.709600,34.879200,128.721000,1580.2,6.32
texaco-s-no-2,GBS/Texaco/E1 권역,e4-p-no-4,E4,도장공장,34.868500,128.709600,34.879400,128.719800,1528,6.11
texaco-s-no-2,GBS/Texaco/E1 권역,e4-p-no-5,E4,도장공장,34.868500,128.709600,34.879100,128.718700,1441.7,5.77
texaco-s-no-2,GBS/Texaco/E1 권역,e4-p-no-6,E4,도장공장,34.868500,128.709600,34.879500,128.719300,1509.7,6.04
texaco-s-no-2,GBS/Texaco/E1 권역,e4-p-no-7,E4,도장공장,34.868500,128.709600,34.879800,128.719900,1569,6.28
texaco-s-no-2,GBS/Texaco/E1 권역,e4-p-no-8,E4,도장공장,34.868500,128.709600,34.880300,128.720700,1657.4,6.63
texaco-s-no-2,GBS/Texaco/E1 권역,e4-p-no-9,E4,도장공장,34.868500,128.709600,34.880300,128.718500,1543,6.17
texaco-s-no-2,GBS/Texaco/E1 권역,e4-f-no-1,E4,의장공장,34.868500,128.709600,34.874400,128.719000,1079.7,4.32
texaco-s-no-2,GBS/Texaco/E1 권역,e4-f-no-2,E4,의장공장,34.868500,128.709600,34.874500,128.719200,1101,4.4
texaco-s-no-2,GBS/Texaco/E1 권역,e4-f-no-3,E4,의장공장,34.868500,128.709600,34.874700,128.719200,1114.6,4.46
texaco-s-no-2,GBS/Texaco/E1 권역,e4-f-no-4,E4,의장공장,34.868500,128.709600,34.874800,128.719200,1121.5,4.49
texaco-s-no-2,GBS/Texaco/E1 권역,e4-f-no-5,E4,의장공장,34.868500,128.709600,34.875200,128.719500,1170.8,4.68
texaco-s-no-3,GBS/Texaco/E1 권역,1dock-P-no-1,1dock,도장공장,34.869000,128.708600,34.869100,128.693200,1404.9,5.62
texaco-s-no-3,GBS/Texaco/E1 권역,1dock-P-no-2,1dock,도장공장,34.869000,128.708600,34.870500,128.693100,1423.8,5.7
texaco-s-no-3,GBS/Texaco/E1 권역,1dock-P-no-3,1dock,도장공장,34.869000,128.708600,34.871100,128.692400,1496.2,5.98
texaco-s-no-3,GBS/Texaco/E1 권역,1dock-P-no-4,1dock,도장공장,34.869000,128.708600,34.872100,128.694800,1305.3,5.22
texaco-s-no-3,GBS/Texaco/E1 권역,1dock-P-no-5,1dock,도장공장,34.869000,128.708600,34.872900,128.695400,1279.9,5.12
texaco-s-no-3,GBS/Texaco/E1 권역,1dock-P-no-6,1dock,도장공장,34.869000,128.708600,34.871800,128.692800,1474.6,5.9
texaco-s-no-3,GBS/Texaco/E1 권역,1dock-P-no-7,1dock,도장공장,34.869000,128.708600,34.873500,128.694400,1388.7,5.55
texaco-s-no-3,GBS/Texaco/E1 권역,1dock-f-no-1,1dock,의장공장,34.869000,128.708600,34.876350,128.702080,1010.8,4.04
texaco-s-no-3,GBS/Texaco/E1 권역,2dock-f-no-1,1dock,의장공장,34.869000,128.708600,34.875200,128.701000,977.7,3.91
texaco-s-no-3,GBS/Texaco/E1 권역,2dock-f-no-2,1dock,의장공장,34.869000,128.708600,34.876400,128.702300,1003.7,4.01
texaco-s-no-3,GBS/Texaco/E1 권역,2dock-P-no-1,2dock,도장공장,34.869000,128.708600,34.873900,128.705400,618.1,2.47
texaco-s-no-3,GBS/Texaco/E1 권역,2dock-P-no-2,2dock,도장공장,34.869000,128.708600,34.874300,128.703700,739.7,2.96
texaco-s-no-3,GBS/Texaco/E1 권역,2dock-P-no-3,2dock,도장공장,34.869000,128.708600,34.875200,128.704600,780,3.12
texaco-s-no-3,GBS/Texaco/E1 권역,2dock-P-no-4,2dock,도장공장,34.869000,128.708600,34.875800,128.705300,813.9,3.26
texaco-s-no-3,GBS/Texaco/E1 권역,2dock-P-no-5,2dock,도장공장,34.869000,128.708600,34.875400,128.706300,741.9,2.97
texaco-s-no-3,GBS/Texaco/E1 권역,wharf-f-no-1,내업/하역안벽 권역,의장공장,34.869000,128.708600,34.869100,128.697000,1058.3,4.23
texaco-s-no-3,GBS/Texaco/E1 권역,wharf-f-no-2,내업/하역안벽 권역,의장공장,34.869000,128.708600,34.870600,128.696800,1091.1,4.36
texaco-s-no-3,GBS/Texaco/E1 권역,wharf-f-no-3,내업/하역안벽 권역,의장공장,34.869000,128.708600,34.870400,128.697600,1015.5,4.06
texaco-s-no-3,GBS/Texaco/E1 권역,wharf-f-no-4,내업/하역안벽 권역,의장공장,34.869000,128.708600,34.870700,128.697800,1003.2,4.01
texaco-s-no-3,GBS/Texaco/E1 권역,wharf-f-no-5,내업/하역안벽 권역,의장공장,34.869000,128.708600,34.871700,128.704300,494,1.98
texaco-s-no-3,GBS/Texaco/E1 권역,texaco-f-no-1,GBS/Texaco/E1 권역,의장공장,34.869000,128.708600,34.863100,128.706900,674.1,2.7
texaco-s-no-3,GBS/Texaco/E1 권역,texaco-f-no-2,GBS/Texaco/E1 권역,의장공장,34.869000,128.708600,34.863600,128.707100,615.8,2.46
texaco-s-no-3,GBS/Texaco/E1 권역,texaco-f-no-3,GBS/Texaco/E1 권역,의장공장,34.869000,128.708600,34.868800,128.706900,156.7,0.63
texaco-s-no-3,GBS/Texaco/E1 권역,texaco-p-no-1,GBS/Texaco/E1 권역,도장공장,34.869000,128.708600,34.862700,128.708300,701.1,2.8
texaco-s-no-3,GBS/Texaco/E1 권역,texaco-p-no-2,GBS/Texaco/E1 권역,도장공장,34.869000,128.708600,34.862500,128.708700,722.8,2.89
texaco-s-no-3,GBS/Texaco/E1 권역,texaco-p-no-3,GBS/Texaco/E1 권역,도장공장,34.869000,128.708600,34.864200,128.708300,534.4,2.14
texaco-s-no-3,GBS/Texaco/E1 권역,texaco-p-no-4,GBS/Texaco/E1 권역,도장공장,34.869000,128.708600,34.863300,128.709900,644.8,2.58
texaco-s-no-3,GBS/Texaco/E1 권역,texaco-p-no-5,GBS/Texaco/E1 권역,도장공장,34.869000,128.708600,34.866500,128.706900,318.3,1.27
texaco-s-no-3,GBS/Texaco/E1 권역,texaco-p-no-6,GBS/Texaco/E1 권역,도장공장,34.869000,128.708600,34.865700,128.708100,369.8,1.48
texaco-s-no-3,GBS/Texaco/E1 권역,texaco-p-no-7,GBS/Texaco/E1 권역,도장공장,34.869000,128.708600,34.866900,128.708100,237.9,0.95
texaco-s-no-3,GBS/Texaco/E1 권역,texaco-p-no-8,GBS/Texaco/E1 권역,도장공장,34.869000,128.708600,34.866400,128.708700,289.3,1.16
texaco-s-no-3,GBS/Texaco/E1 권역,texaco-p-no-9,GBS/Texaco/E1 권역,도장공장,34.869000,128.708600,34.868700,128.706900,158.6,0.63
texaco-s-no-3,GBS/Texaco/E1 권역,e4-p-no-1,E4,도장공장,34.869000,128.708600,34.877900,128.719500,1402.9,5.61
texaco-s-no-3,GBS/Texaco/E1 권역,e4-p-no-2,E4,도장공장,34.869000,128.708600,34.878200,128.720000,1458.8,5.84
texaco-s-no-3,GBS/Texaco/E1 권역,e4-p-no-3,E4,도장공장,34.869000,128.708600,34.879200,128.721000,1601.9,6.41
texaco-s-no-3,GBS/Texaco/E1 권역,e4-p-no-4,E4,도장공장,34.869000,128.708600,34.879400,128.719800,1543.1,6.17
texaco-s-no-3,GBS/Texaco/E1 권역,e4-p-no-5,E4,도장공장,34.869000,128.708600,34.879100,128.718700,1452.7,5.81
texaco-s-no-3,GBS/Texaco/E1 권역,e4-p-no-6,E4,도장공장,34.869000,128.708600,34.879500,128.719300,1521.8,6.09
texaco-s-no-3,GBS/Texaco/E1 권역,e4-p-no-7,E4,도장공장,34.869000,128.708600,34.879800,128.719900,1582.7,6.33
texaco-s-no-3,GBS/Texaco/E1 권역,e4-p-no-8,E4,도장공장,34.869000,128.708600,34.880300,128.720700,1672.5,6.69
texaco-s-no-3,GBS/Texaco/E1 권역,e4-p-no-9,E4,도장공장,34.869000,128.708600,34.880300,128.718500,1547.4,6.19
texaco-s-no-3,GBS/Texaco/E1 권역,e4-f-no-1,E4,의장공장,34.869000,128.708600,34.874400,128.719000,1122.8,4.49
texaco-s-no-3,GBS/Texaco/E1 권역,e4-f-no-2,E4,의장공장,34.869000,128.708600,34.874500,128.719200,1144.2,4.58
texaco-s-no-3,GBS/Texaco/E1 권역,e4-f-no-3,E4,의장공장,34.869000,128.708600,34.874700,128.719200,1156.2,4.62
texaco-s-no-3,GBS/Texaco/E1 권역,e4-f-no-4,E4,의장공장,34.869000,128.708600,34.874800,128.719200,1162.3,4.65
texaco-s-no-3,GBS/Texaco/E1 권역,e4-f-no-5,E4,의장공장,34.869000,128.708600,34.875200,128.719500,1210,4.84
texaco-s-no-4,GBS/Texaco/E1 권역,1dock-P-no-1,1dock,도장공장,34.869000,128.711700,34.869100,128.693200,1687.7,6.75
texaco-s-no-4,GBS/Texaco/E1 권역,1dock-P-no-2,1dock,도장공장,34.869000,128.711700,34.870500,128.693100,1705,6.82
texaco-s-no-4,GBS/Texaco/E1 권역,1dock-P-no-3,1dock,도장공장,34.869000,128.711700,34.871100,128.692400,1776.1,7.1
texaco-s-no-4,GBS/Texaco/E1 권역,1dock-P-no-4,1dock,도장공장,34.869000,128.711700,34.872100,128.694800,1579.8,6.32
texaco-s-no-4,GBS/Texaco/E1 권역,1dock-P-no-5,1dock,도장공장,34.869000,128.711700,34.872900,128.695400,1548.9,6.2
texaco-s-no-4,GBS/Texaco/E1 권역,1dock-P-no-6,1dock,도장공장,34.869000,128.711700,34.871800,128.692800,1752.1,7.01
texaco-s-no-4,GBS/Texaco/E1 권역,1dock-P-no-7,1dock,도장공장,34.869000,128.711700,34.873500,128.694400,1655.7,6.62
texaco-s-no-4,GBS/Texaco/E1 권역,1dock-f-no-1,1dock,의장공장,34.869000,128.711700,34.876350,128.702080,1199.2,4.8
texaco-s-no-4,GBS/Texaco/E1 권역,2dock-f-no-1,1dock,의장공장,34.869000,128.711700,34.875200,128.701000,1195,4.78
texaco-s-no-4,GBS/Texaco/E1 권역,2dock-f-no-2,1dock,의장공장,34.869000,128.711700,34.876400,128.702300,1188.5,4.75
texaco-s-no-4,GBS/Texaco/E1 권역,2dock-P-no-1,2dock,도장공장,34.869000,128.711700,34.873900,128.705400,791.9,3.17
texaco-s-no-4,GBS/Texaco/E1 권역,2dock-P-no-2,2dock,도장공장,34.869000,128.711700,34.874300,128.703700,938.1,3.75
texaco-s-no-4,GBS/Texaco/E1 권역,2dock-P-no-3,2dock,도장공장,34.869000,128.711700,34.875200,128.704600,945.9,3.78
texaco-s-no-4,GBS/Texaco/E1 권역,2dock-P-no-4,2dock,도장공장,34.869000,128.711700,34.875800,128.705300,955.3,3.82
texaco-s-no-4,GBS/Texaco/E1 권역,2dock-P-no-5,2dock,도장공장,34.869000,128.711700,34.875400,128.706300,865.5,3.46
texaco-s-no-4,GBS/Texaco/E1 권역,wharf-f-no-1,내업/하역안벽 권역,의장공장,34.869000,128.711700,34.869100,128.697000,1341.1,5.36
texaco-s-no-4,GBS/Texaco/E1 권역,wharf-f-no-2,내업/하역안벽 권역,의장공장,34.869000,128.711700,34.870600,128.696800,1370.9,5.48
texaco-s-no-4,GBS/Texaco/E1 권역,wharf-f-no-3,내업/하역안벽 권역,의장공장,34.869000,128.711700,34.870400,128.697600,1295.7,5.18
texaco-s-no-4,GBS/Texaco/E1 권역,wharf-f-no-4,내업/하역안벽 권역,의장공장,34.869000,128.711700,34.870700,128.697800,1282.1,5.13
texaco-s-no-4,GBS/Texaco/E1 권역,wharf-f-no-5,내업/하역안벽 권역,의장공장,34.869000,128.711700,34.871700,128.704300,738.8,2.96
texaco-s-no-4,GBS/Texaco/E1 권역,texaco-f-no-1,GBS/Texaco/E1 권역,의장공장,34.869000,128.711700,34.863100,128.706900,788.8,3.16
texaco-s-no-4,GBS/Texaco/E1 권역,texaco-f-no-2,GBS/Texaco/E1 권역,의장공장,34.869000,128.711700,34.863600,128.707100,732.6,2.93
texaco-s-no-4,GBS/Texaco/E1 권역,texaco-f-no-3,GBS/Texaco/E1 권역,의장공장,34.869000,128.711700,34.868800,128.706900,438.5,1.75
texaco-s-no-4,GBS/Texaco/E1 권역,texaco-p-no-1,GBS/Texaco/E1 권역,도장공장,34.869000,128.711700,34.862700,128.708300,766.1,3.06
texaco-s-no-4,GBS/Texaco/E1 권역,texaco-p-no-2,GBS/Texaco/E1 권역,도장공장,34.869000,128.711700,34.862500,128.708700,772.8,3.09
texaco-s-no-4,GBS/Texaco/E1 권역,texaco-p-no-3,GBS/Texaco/E1 권역,도장공장,34.869000,128.711700,34.864200,128.708300,617.3,2.47
texaco-s-no-4,GBS/Texaco/E1 권역,texaco-p-no-4,GBS/Texaco/E1 권역,도장공장,34.869000,128.711700,34.863300,128.709900,654.7,2.62
texaco-s-no-4,GBS/Texaco/E1 권역,texaco-p-no-5,GBS/Texaco/E1 권역,도장공장,34.869000,128.711700,34.866500,128.706900,518.7,2.07
texaco-s-no-4,GBS/Texaco/E1 권역,texaco-p-no-6,GBS/Texaco/E1 권역,도장공장,34.869000,128.711700,34.865700,128.708100,492.4,1.97
texaco-s-no-4,GBS/Texaco/E1 권역,texaco-p-no-7,GBS/Texaco/E1 권역,도장공장,34.869000,128.711700,34.866900,128.708100,403,1.61
texaco-s-no-4,GBS/Texaco/E1 권역,texaco-p-no-8,GBS/Texaco/E1 권역,도장공장,34.869000,128.711700,34.866400,128.708700,398.1,1.59
texaco-s-no-4,GBS/Texaco/E1 권역,texaco-p-no-9,GBS/Texaco/E1 권역,도장공장,34.869000,128.711700,34.868700,128.706900,439.2,1.76
texaco-s-no-4,GBS/Texaco/E1 권역,e4-p-no-1,E4,도장공장,34.869000,128.711700,34.877900,128.719500,1218.9,4.88
texaco-s-no-4,GBS/Texaco/E1 권역,e4-p-no-2,E4,도장공장,34.869000,128.711700,34.878200,128.720000,1272.7,5.09
texaco-s-no-4,GBS/Texaco/E1 권역,e4-p-no-3,E4,도장공장,34.869000,128.711700,34.879200,128.721000,1416.4,5.67
texaco-s-no-4,GBS/Texaco/E1 권역,e4-p-no-4,E4,도장공장,34.869000,128.711700,34.879400,128.719800,1372.4,5.49
texaco-s-no-4,GBS/Texaco/E1 권역,e4-p-no-5,E4,도장공장,34.869000,128.711700,34.879100,128.718700,1291.9,5.17
texaco-s-no-4,GBS/Texaco/E1 권역,e4-p-no-6,E4,도장공장,34.869000,128.711700,34.879500,128.719300,1357.9,5.43
texaco-s-no-4,GBS/Texaco/E1 권역,e4-p-no-7,E4,도장공장,34.869000,128.711700,34.879800,128.719900,1414.8,5.66
texaco-s-no-4,GBS/Texaco/E1 권역,e4-p-no-8,E4,도장공장,34.869000,128.711700,34.880300,128.720700,1501,6
texaco-s-no-4,GBS/Texaco/E1 권역,e4-p-no-9,E4,도장공장,34.869000,128.711700,34.880300,128.718500,1401.3,5.61
texaco-s-no-4,GBS/Texaco/E1 권역,e4-f-no-1,E4,의장공장,34.869000,128.711700,34.874400,128.719000,896.7,3.59
texaco-s-no-4,GBS/Texaco/E1 권역,e4-f-no-2,E4,의장공장,34.869000,128.711700,34.874500,128.719200,917.7,3.67
texaco-s-no-4,GBS/Texaco/E1 권역,e4-f-no-3,E4,의장공장,34.869000,128.711700,34.874700,128.719200,932.7,3.73
texaco-s-no-4,GBS/Texaco/E1 권역,e4-f-no-4,E4,의장공장,34.869000,128.711700,34.874800,128.719200,940.2,3.76
texaco-s-no-4,GBS/Texaco/E1 권역,e4-f-no-5,E4,의장공장,34.869000,128.711700,34.875200,128.719500,990.8,3.96
texaco-s-no-5,GBS/Texaco/E1 권역,1dock-P-no-1,1dock,도장공장,34.868300,128.712000,34.869100,128.693200,1717.4,6.87
texaco-s-no-5,GBS/Texaco/E1 권역,1dock-P-no-2,1dock,도장공장,34.868300,128.712000,34.870500,128.693100,1741.5,6.97
texaco-s-no-5,GBS/Texaco/E1 권역,1dock-P-no-3,1dock,도장공장,34.868300,128.712000,34.871100,128.692400,1815,7.26
texaco-s-no-5,GBS/Texaco/E1 권역,1dock-P-no-4,1dock,도장공장,34.868300,128.712000,34.872100,128.694800,1625,6.5
texaco-s-no-5,GBS/Texaco/E1 권역,1dock-P-no-5,1dock,도장공장,34.868300,128.712000,34.872900,128.695400,1598.4,6.39
texaco-s-no-5,GBS/Texaco/E1 권역,1dock-P-no-6,1dock,도장공장,34.868300,128.712000,34.871800,128.692800,1794.3,7.18
texaco-s-no-5,GBS/Texaco/E1 권역,1dock-P-no-7,1dock,도장공장,34.868300,128.712000,34.873500,128.694400,1706.5,6.83
texaco-s-no-5,GBS/Texaco/E1 권역,1dock-f-no-1,1dock,의장공장,34.868300,128.712000,34.876350,128.702080,1272.9,5.09
texaco-s-no-5,GBS/Texaco/E1 권역,2dock-f-no-1,1dock,의장공장,34.868300,128.712000,34.875200,128.701000,1263.2,5.05
